state,City,S&E,S&E-related,STEM Middle-skill
CA,Cupertino,89,26,2
CA,Cypress,34,16,5
CA,DALY CITY,0,0,1
CA,DAVIS,4,0,0
CA,DIAMOND BAR,2,0,0
CA,DIXON,1,0,1
CA,DOWNEY,0,57,3
CA,DUARTE,2,0,0
CA,DUBLIN,3,1,4
CA,Daggett,1,0,2
CA,Danville,1,0,0
CA,Davis,11,17,4
CA,Del Mar,0,4,0
CA,Del Rey Oaks,0,0,1
CA,Delano,1,6,0
CA,"Delano, CA",0,0,1
CA,Desert Hot Springs,0,1,0
CA,Diamond Bar,36,39,3
CA,Diamond bar,0,1,0
CA,Dinuba,0,2,3
CA,Dixon,1,2,3
CA,Dos Palos,0,1,0
CA,Downey,31,77,5
CA,Duarte,11,31,3
CA,Dublin,81,24,9
CA,EAST BAY,1,7,0
CA,EL CAJON,0,0,1
CA,EL CENTRO,0,3,0
CA,EL CERRITO,0,0,1
CA,EL MONTE,13,0,1
CA,EL SEGUNDO,17,0,2
CA,ELK GROVE,3,1,0
CA,EMERYVILLE,5,3,3
CA,ENCINITAS,0,20,1
CA,ESCONDIDO,0,0,4
CA,EUREKA,0,0,2
CA,EXETER,1,0,0
CA,Eagle Rock,0,1,0
CA,East Bay,0,1,0
CA,Eastvale,0,3,0
CA,Edwards,3,0,1
CA,Edwards AFB,16,5,7
CA,Edwards Afb,1,0,0
CA,Edwards Air,0,1,0
CA,Edwards Air Force Base,2,0,0
CA,El Cajon,3,6,7
CA,El Centro,2,13,2
CA,El Cerrito,1,1,1
CA,El Dorado,1,0,0
CA,El Dorado Hills,12,5,4
CA,El Monte,5,3,2
CA,El Segundo,256,50,15
CA,Elk,0,1,0
CA,Elk Creek,1,0,0
CA,Elk Grove,5,6,4
CA,Emeryville,33,4,0
CA,Encinitas,0,8,1
CA,Encino,67,17,2
CA,Escalon,2,0,1
CA,Escondido,6,12,4
CA,Eureka,3,8,5
CA,FAIRFIELD,0,1,4
CA,FIRESTONE PARK,0,0,1
CA,FOLSOM,9,1,3
CA,FONTANA,2,12,2
CA,FORT BRAGG,0,4,0
CA,FOSTER CITY,6,0,0
CA,FOUNTAIN VALLEY,0,1,0
CA,FOWLER,0,0,2
CA,FREMONT,11,1,8
CA,FRESNO,6,1,6
CA,FULLERTON,2,4,2
CA,Fair Oaks,0,1,0
CA,Fairfax,0,0,2
CA,Fairfield,14,11,12
CA,Fallbrook,3,0,0
CA,Fawnskin,0,1,0
CA,Federal,10,0,0
CA,Femont,0,0,1
CA,Fillmore,1,0,0
CA,Firebaugh,0,1,7
CA,Folsom,96,14,6
CA,Fontana,4,49,14
CA,Fort,0,1,0
CA,Fort Bragg,1,0,0
CA,Fort Hunter Liggett,1,0,0
CA,Fort Irwin,17,5,6
CA,Fort Jones,0,2,0
CA,Fortuna,2,7,0
CA,Foster City,121,15,1
CA,Fountain Valley,3,8,2
CA,Fowler,0,3,3
CA,Frazier Park,0,1,0
CA,Fremont,53,36,37
CA,French Camp,1,0,0
CA,Fresno,33,217,44
CA,Ft Jones,0,0,1
CA,Fullerton,15,6,16
CA,GARBERVILLE,0,4,0
CA,GARDEN GROVE,0,0,2
CA,GARDENA,0,0,2
CA,GILROY,0,0,2
CA,GLENDALE,24,2,8
CA,GLENDORA,0,0,1
CA,GOLETA,0,0,1
CA,GRANITE BAY,0,1,0
CA,GREENBRAE,0,1,0
CA,Galt,0,1,0
CA,Garden Grove,14,4,6
CA,Gardena,9,7,6
CA,Gatineau,2,0,0
CA,Georgetown,0,2,0
CA,Geyserville,0,0,2
CA,Gilroy,0,2,6
CA,Glassell Park,0,1,0
CA,Glendale,88,58,9
CA,Glendora,4,1,2
CA,Goleta,35,6,3
CA,Gonzales,0,0,2
CA,Goshen,0,1,0
CA,Granada Hills,0,3,1
CA,Granite Bay,1,0,0
CA,Grass Valley,0,3,0
CA,Greenbrae,0,1,0
CA,Gridley,1,1,4
CA,Grizzly Flats,0,1,0
CA,Gustine,0,0,2
CA,HANFORD,0,0,4
CA,HARBOR CITY,0,111,0
CA,HAWTHORNE,0,0,1
CA,HAYWARD,1,2,11
CA,HERCULES,0,0,1
CA,HESPERIA,0,1,0
CA,HOLLISTER,0,3,1
CA,HOLLYWOOD,0,0,2
CA,HUNTINGTON BEACH,0,0,2
CA,HUNTINGTON PARK,0,0,2
CA,Hacienda Heights,0,1,0
CA,Half Moon Bay,0,0,4
CA,Hanford,0,2,1
CA,Harbor City,1,27,0
CA,Hawthorne,273,20,23
CA,Hayward,22,12,18
CA,Healdsburg,0,3,2
CA,Hemet,0,12,3
CA,Hercules,19,0,4
CA,Herlong Sierra Ordnance Depot,1,0,0
CA,Hermosa Beach,6,0,0
CA,Hesperia,0,3,0
CA,Highland,0,2,1
CA,Highland Park,0,1,0
CA,Hinkley,0,2,0
CA,Hollister,2,1,1
CA,Hollywood,5,1,4
CA,Holtville,0,1,0
CA,Hoopa,0,1,0
CA,Houston,1,0,0
CA,Hughson,0,0,1
CA,Huntington,0,0,1
CA,Huntington Beach,23,8,6
CA,Huntington Park,1,0,4
CA,IGNACIO,2,8,0
CA,INDIO,0,1,2
CA,INGLEWOOD,0,0,3
CA,IONE,1,0,0
CA,IRVINE,58,7,6
CA,IRWINDALE,6,0,6
CA,IVANHOE,0,0,1
CA,Imperial,0,0,2
CA,Imperial Beach,0,3,2
CA,Indian Wells,0,3,0
CA,Indio,0,7,6
CA,Inglewood,1,8,2
CA,Inland Empire San Bernardino,0,1,0
CA,Irvine,636,241,59
CA,Irwindale,12,4,3
CA,JOLLA,0,1,0
CA,Jackson,1,10,3
CA,Jolon,1,0,0
CA,Joshua Tree,0,5,0
CA,Jurupa Valley,0,0,2
CA,KING CITY,0,16,0
CA,Kelowna,1,0,0
CA,Kerman,0,1,1
CA,Kingsburg,0,2,0
CA,Kirkwood,0,0,1
CA,Klamath,1,1,0
CA,LA HABRA,0,0,1
CA,LA JOLLA,1,41,0
CA,LA MESA,0,0,3
CA,LA MIRADA,0,0,4
CA,LA QUINTA,0,1,0
CA,LAGUNA HILLS,0,0,1
CA,LAGUNA NIGUEL,0,0,1
CA,LAKE ELSINORE,0,0,2
CA,LAKE FOREST,10,0,5
CA,LAKEWOOD,0,0,1
CA,LANCASTER,1,1,0
CA,LATHROP,0,0,1
CA,LEMON GROVE,0,0,1
CA,LINCOLN,0,0,1
CA,LIVE OAK,0,0,1
CA,LIVERMORE,1,0,1
CA,LODI,0,0,1
CA,LOMA LINDA,0,1,0
CA,LOMPOC,1,2,0
CA,LONG BEACH,27,2,5
CA,LOS ALAMITOS,1,0,0
CA,LOS ANGELES,54,99,22
CA,LOS BANOS,0,1,0
CA,LOS GATOS,0,0,1
CA,La Habra,5,1,1
CA,La Jolla,75,30,3
CA,La Mesa,0,53,4
CA,La Mirada,1,1,10
CA,La Palma,2,4,0
CA,La Quinta,0,6,3
CA,La Selva Beach,1,0,0
CA,Lafayette,1,1,1
CA,Laguna,0,1,0
CA,Laguna Beach,0,1,1
CA,Laguna Hills,1,4,1
CA,Laguna Niguel,2,0,3
CA,Lake Elsinore,0,1,1
CA,Lake Forest,33,14,2
CA,Lake Isabella,1,0,0
CA,Lakeport,0,6,0
CA,Lakeside,1,2,1
CA,Lakewood,0,0,5
CA,Lancaster,5,24,4
CA,Larkspur,11,0,0
CA,Las Positas Blvd,2,0,0
CA,Las Vegas,2,0,0
CA,Lathrop,0,0,5
CA,Lawndale,0,0,1
CA,Lemon,0,1,0
CA,Lemon Grove,0,1,0
CA,Lemoore,0,1,7
CA,Lemoore (East),0,1,0
CA,Lemoore (West),0,0,6
CA,Lincoln,0,2,3
CA,Littleton,2,0,0
CA,Live Oak,0,1,0
CA,Livermore,42,19,6
CA,Location Fremont,0,1,0
CA,Lodi,2,13,23
CA,Logan Heights,0,2,0
CA,Loma Linda,10,123,5
CA,Lompoc,9,1,1
CA,Long,0,1,0
CA,Long Beach,48,32,18
CA,Los Alamitos,5,3,13
CA,Los Altos,2,6,0
CA,Los Angeles,838,652,117
CA,Los Angles,0,0,1
CA,Los Banos,0,20,0
CA,Los Gatos,5,9,1
CA,Los Molinos,1,0,0
CA,Los Olivos,0,0,1
CA,Los angeles,0,1,0
CA,Lynwood,0,1,0
CA,MADERA,0,1,2
CA,MANHATTAN BEACH,0,0,1
CA,MANTECA,0,0,6
CA,MARTINEZ,0,0,1
CA,MATHER,10,0,2
CA,MENLO PARK,2,1,0
CA,MERCED,0,4,0
CA,MILLBRAE,0,0,1
CA,MILPITAS,4,1,2
CA,MIRA LOMA,0,0,32
CA,MISSION VIEJO,0,1,2
CA,MODESTO,2,5,7
CA,MONROVIA,4,0,2
CA,MONTEREY,0,10,0
CA,MONTEREY PARK,8,0,0
CA,MORENO VALLEY,2,4,5
CA,MORGAN HILL,0,0,1
CA,MOUNTAIN VIEW,43,6,2
CA,MURRIETA,0,0,1
CA,Madera,0,4,5
CA,Malibu,2,0,0
CA,Mammoth Lakes,0,2,1
CA,Manhattan Beach,12,3,1
CA,Manteca,0,8,2
CA,Mar Vista,0,1,0
CA,Marina,0,3,1
CA,Marina Del Rey,5,0,4
CA,Marina del Rey,3,1,0
CA,Martell,0,0,1
CA,Martinez,4,26,1
CA,Mather,31,1,1
CA,McClellan,4,3,0
CA,McFarland,0,2,2
CA,McKittrick,0,0,4
CA,Mecca,0,1,0
CA,Mendota,0,0,1
CA,Menifee,0,1,4
CA,Menlo Park,185,33,2
CA,Merced,1,7,1
CA,Mexicali,7,10,8
CA,Mill Valley,1,1,0
CA,Millbrae,3,0,0
CA,Millpitas,1,0,0
CA,Milpitas,40,6,10
CA,Mira Loma,0,1,12
CA,Miramar MCAS,0,1,0
CA,Mission Hills,1,47,0
CA,Mission Viejo,3,9,0
CA,Mississauga,1,0,0
CA,Modesto,10,85,20
CA,Moffett Field,15,2,2
CA,Mojave,13,4,17
CA,Monrovia,5,4,2
CA,Montclair,1,1,2
CA,Montebello,0,1,3
CA,Monterey,40,10,6
CA,Monterey Park,14,5,1
CA,Montr al,1,0,0
CA,Montrose,1,0,0
CA,Moorpark,0,1,0
CA,Moraga,1,4,0
CA,Moreno Valley,6,12,3
CA,Morgan,0,2,0
CA,Morgan Hill,3,3,6
CA,Morongo Valley,0,1,0
CA,Morro Bay,0,0,1
CA,Mount Shasta,1,53,0
CA,Mountain View,277,64,11
CA,"Mountain View , CA",1,0,0
CA,Murrieta,2,6,4
CA,N HOLLYWOOD,0,0,2
CA,N Hollywood,0,0,3
CA,N STREET,1,0,0
CA,N. Hollywood,0,1,0
CA,NAPA,0,0,2
CA,NAS North Island,1,0,1
CA,NAS Point Magu,1,0,0
CA,NATIONAL CITY,0,0,1
CA,NBSP DENVER,1,0,0
CA,NBSP HOUSTON,3,0,0
CA,NEWARK,2,0,2
CA,NEWPORT BEACH,4,1,1
CA,NORCO,4,0,1
CA,NORTH HOLLYWOOD,1,0,2
CA,NORTHRIDGE,8,0,0
CA,NS,1,0,0
CA,Napa,1,6,2
CA,National City,1,0,4
CA,Naval Air Station San Diego,2,2,14
CA,Needles,1,0,1
CA,Nevada City,1,1,0
CA,New York,2,0,0
CA,Newark,61,21,9
CA,Newbury Park,38,37,12
CA,Newman,0,1,0
CA,Newport Beach,100,7,3
CA,Newport Coast,0,0,1
CA,Nipomo,0,1,0
CA,Norco,1,0,0
CA,North,1,3,0
CA,North Fork,1,0,0
CA,North Highlands,0,3,0
CA,North Hills,0,0,5
CA,North Hollywood,7,10,6
CA,North Park,0,1,0
CA,North York,1,0,0
CA,Northridge,27,20,1
CA,Northstar,0,0,1
CA,Norwalk,5,7,1
CA,Novato,6,14,0
CA,Now Recruiting in North Hollywood,1,0,0
CA,Now recruiting in Porter Ranch,1,0,0
CA,OAKLAND,23,17,6
CA,OCEANSIDE,2,1,7
CA,ON,9,2,1
CA,ON MISSISSAUGA,1,0,0
CA,ONTARIO,7,0,12
CA,ORANGE,7,0,2
CA,OXNARD,0,1,18
CA,Oak Park,0,1,0
CA,Oakdale,1,1,1
CA,Oakhurst,0,1,0
CA,Oakland,175,182,28
CA,Oakwood,0,1,0
CA,Oceanside,5,7,8
CA,Olivehurst,0,0,14
CA,Olympic Valley,0,0,1
CA,Ontario,52,35,40
CA,Orange,24,24,8
CA,Orange Cove,0,1,0
CA,Orcutt,0,0,1
CA,Orinda,1,0,0
CA,Orleans,0,2,0
CA,Oroville,1,5,0
CA,Oxnard,4,16,11
CA,PALM DESERT,0,1,0
CA,PALM SPRINGS,2,1,1
CA,PALMDALE,0,1,2
CA,PALO ALTO,84,4,0
CA,PANORAMA CITY,0,10,0
CA,PARADISE,1,0,0
CA,PARAMOUNT,0,0,2
CA,PARLIER,0,1,0
CA,PASADENA,41,5,6
CA,PASO ROBLES,0,0,1
CA,PERRIS,0,0,1
CA,PETALUMA,0,0,2
CA,PINOLE,0,0,1
CA,PITTSBURG,0,0,3
CA,PLACENTIA,1,0,0
CA,PLEASANT HILL,2,1,0
CA,PLEASANTON,18,10,0
CA,POMONA,6,2,4
CA,PORT HUENEME,1,0,0
CA,PORTERVILLE,0,0,4
CA,POWAY,0,0,1
CA,PUENTE,0,0,3
CA,Pacheco,0,0,3
CA,Pacific Palisades,0,1,0
CA,Pacoima,2,2,0
CA,Paicines,4,0,0
CA,Palm Desert,2,6,4
CA,Palm Springs,5,8,7
CA,Palmdale,89,11,14
CA,Palmdale (Dryden),1,0,0
CA,Palms,0,1,0
CA,Palo Alto,218,119,7
CA,Panorama,0,0,1
CA,Panorama City,0,43,1
CA,Paradise,2,20,0
CA,Paramount,2,0,1
CA,Parlier,2,3,2
CA,Pasadena,55,33,3
CA,Paso Robles,2,1,2
CA,Patterson,0,2,1
CA,Penn Valley,0,0,1
CA,Peoria,0,0,1
CA,Perris,0,3,11
CA,Petaluma,75,31,31
CA,Phelan,0,1,0
CA,Phoenix,0,1,1
CA,Pico Rivera,0,0,6
CA,Pinole,0,2,1
CA,Pismo Beach,0,3,2
CA,Pittsburg,2,4,6
CA,Pittsburgh,1,1,0
CA,Pixley,0,2,0
CA,Placentia,4,1,0
CA,Placerville,0,3,2
CA,Pleasant Hill,4,2,1
CA,Pleasanton,127,45,11
CA,Point Reyes Station,1,0,0
CA,Pomona,12,11,12
CA,Port Hueneme,10,4,6
CA,Porter Ranch,0,1,0
CA,Porterville,1,4,2
CA,Portola,1,0,0
CA,Portola Valley,0,0,1
CA,Potrero Hill,1,0,0
CA,Poway,6,5,10
CA,Prather,0,1,0
CA,Princeton,1,0,0
CA,Pt Mugu,2,1,0
CA,Pt. Mugu,5,0,0
CA,QC,2,0,1
CA,QUINCY,0,16,0
CA,Quincy,0,0,1
CA,RANCHO CORDOVA,18,1,0
CA,RANCHO CUCAMONGA,6,0,4
CA,RED BLUFF,0,0,6
CA,REDDING,0,2,0
CA,REDLANDS,0,0,4
CA,REDONDO BEACH,0,0,2
CA,REDWOOD CITY,21,0,1
CA,RICHMOND,0,0,6
CA,RIDGECREST,0,8,0
CA,RIVERBANK,0,0,1
CA,RIVERSIDE,0,11,5
CA,ROCKLIN,4,3,0
CA,ROHNERT PARK,0,1,1
CA,ROSEMEAD,3,0,0
CA,ROSEVILLE,3,0,2
CA,Ramona,1,1,1
CA,Rancho Bernardo,2,1,1
CA,Rancho Cordova,75,44,9
CA,Rancho Cucamonga,14,8,13
CA,Rancho Dominguez,3,0,2
CA,Rancho Mirage,1,8,2
CA,Rancho Sanata Margarita,1,0,0
CA,Rancho Santa Margarita,2,3,2
CA,Red Bluff,0,5,1
CA,Redding,6,40,3
CA,Redlands,17,15,4
CA,Redondo Beach,50,6,6
CA,Redwood City,222,60,15
CA,Reedley,0,4,1
CA,Remote role,1,0,0
CA,Reseda,1,6,0
CA,Rialto,0,1,4
CA,Richmond,14,22,12
CA,Ridgecrest,12,3,7
CA,Ripon,0,2,1
CA,Riverbank,0,0,1
CA,Riverside,50,51,30
CA,Rocklin,78,23,3
CA,Rohnert Park,1,6,1
CA,Rosemead,5,0,3
CA,Roseville,43,70,8
CA,Royal Oaks,0,0,2
CA,S.EL MONTE,0,0,1
CA,SACRAMENTO,49,27,13
CA,SALINAS,0,4,3
CA,SAN BERNARDINO,3,1,5
CA,SAN BRUNO,35,2,0
CA,SAN CARLOS,2,0,0
CA,SAN CLEMENTE,2,4,2
CA,SAN DIEGO,89,92,43
CA,SAN DIMAS,6,0,0
CA,SAN FERNANDO,0,0,3
CA,SAN FRANCISCO,105,12,8
CA,SAN FRANCISCO - FIRMWIDE RESOURCES HQ,1,0,0
CA,SAN FRANCISCO - REGIONAL OFFICE,2,4,0
CA,SAN JOSE,113,23,25
CA,SAN LEANDRO,0,5,3
CA,SAN LORENZO,0,0,1
CA,SAN LUIS OBISPO,1,1,1
CA,SAN MARCOS,0,0,1
CA,SAN MATEO,4,2,4
CA,SAN PABLO,0,0,1
CA,SAN RAFAEL,5,4,1
CA,SAN RAMON,3,1,2
CA,SANGER BOX,0,0,1
CA,SANTA ANA,16,0,6
CA,SANTA BARBARA,2,24,2
CA,SANTA CLARA,47,2,1
CA,SANTA CLARITA,0,0,1
CA,SANTA FE SPRINGS,0,0,3
CA,SANTA FE SPRINGS CONTAINER,0,0,2
CA,SANTA MARIA,0,0,4
CA,SANTA MONICA,12,2,0
CA,SANTA PAULA,0,0,18
CA,SANTA ROSA,0,0,1
CA,SANTEE,0,0,1
CA,SARATOGA,0,0,1
CA,SCOTTS VALLEY,0,1,0
CA,SEASIDE,14,0,1
CA,SEATTLE KIRKLAND PALO ALTO VANCOUVER BC,0,1,0
CA,SEATTLE PALO ALTO,0,1,0
CA,SELMA,0,0,1
CA,SELVA BEACH,1,0,0
CA,SIGNAL HILL,2,0,1
CA,SIMI VALLEY,5,0,6
CA,SONORA,0,4,0
CA,SOUTH PASADENA,0,0,1
CA,SOUTH SAN FRANCISCO,8,2,0
CA,STANTON,0,0,1
CA,STATE,0,2,0
CA,STOCKTON,2,3,12
CA,SUN VALLEY,0,0,3
CA,SUNNYVALE,32,2,2
CA,SUSANVILLE,0,4,0
CA,Sacramento,312,479,82
CA,Saint Helena,2,0,1
CA,Salinas,0,16,6
CA,Salt Lake City,0,2,0
CA,Salton City,0,1,0
CA,Sam Francisco,1,0,0
CA,San Andreas,0,2,0
CA,San Anselmo,0,1,0
CA,San Bernardino,19,252,34
CA,San Bruno,69,26,5
CA,San Carlos,18,14,4
CA,San Clemente,8,5,2
CA,San DIego,0,0,3
CA,San Diego,1279,482,156
CA,San Diego/Rancho Bernardo,0,0,1
CA,San Digo,1,0,0
CA,San Dimas,2,3,1
CA,San Fernando,4,1,4
CA,San Fracisco,5,0,0
CA,San Francisco,1519,650,90
CA,San Francisco County,5,0,0
CA,"San Francisco, ICO",0,1,0
CA,San Jose,919,189,62
CA,San Juan Bautista,0,0,1
CA,San Juan Capistrano,4,3,0
CA,San Leandro,9,34,22
CA,San Lorenzo,0,1,1
CA,San Luis Obispo,16,6,7
CA,San Marcos,1,18,9
CA,San Martin,0,0,1
CA,San Mateo,94,29,7
CA,San Pablo,1,5,0
CA,San Pedro,2,11,0
CA,San Rafael,12,36,2
CA,San Ramon,123,16,9
CA,San Simeon,0,0,1
CA,San Ysidro,1,0,1
CA,San bernardino,0,0,1
CA,San carlos,1,0,0
CA,Sanger,0,2,6
CA,Santa,0,1,0
CA,Santa Ana,76,53,21
CA,Santa BArbara,1,0,0
CA,Santa Barbara,60,36,9
CA,Santa Clara,962,145,32
CA,Santa Clarita,8,6,0
CA,Santa Cruz,16,104,6
CA,Santa Cruz/Lafayette,0,0,1
CA,Santa Fe Springs,7,12,19
CA,Santa Maria,16,65,3
CA,Santa Monica,84,48,11
CA,Santa Paula,0,1,0
CA,Santa Rosa,23,74,13
CA,Santa monica,1,0,0
CA,SantaAna,1,0,0
CA,Santee,1,3,2
CA,Saratoga,4,0,1
CA,Sausalito,4,1,0
CA,Schenectady,2,0,0
CA,Scotts Valley,2,3,1
CA,Seal Beach,8,6,3
CA,Seaside,53,2,1
CA,Sebastopol,0,1,1
CA,Selma,0,1,0
CA,Sequoia National Park,0,1,0
CA,Shafter,4,3,2
CA,Sherman Oaks,11,1,1
CA,Sherman oaks,1,0,0
CA,Shingletown,0,2,0
CA,Signal Hill,0,0,2
CA,Silverado,0,0,1
CA,Silverlake,0,1,0
CA,Simi Valley,14,8,7
CA,Solana Beach,4,0,0
CA,Soledad,0,0,1
CA,Solvang,0,1,1
CA,Sonoma,5,7,1
CA,Sonora,0,5,0
CA,South,1,17,0
CA,South El Monte,0,0,1
CA,South Gate,1,1,2
CA,South Lake Tahoe,0,1,5
CA,South Pasadena,0,1,0
CA,South San Francisco,111,40,6
CA,Spring Valley,0,4,2
CA,St. Helena,0,1,0
CA,Stamford,1,0,0
CA,Stanford,45,43,9
CA,Stockton,13,132,28
CA,Studio City,2,0,0
CA,Suisun,0,0,1
CA,Suisun City,0,1,0
CA,Suite 102,1,0,0
CA,Suite 107,1,0,0
CA,Sun Valley,1,0,1
CA,Sunnyvale,351,59,19
CA,Sunyvale,1,0,0
CA,Susanville,0,0,1
CA,Sylmar,26,7,16
CA,TEMECULA,1,3,2
CA,THOUSAND OAKS,5,4,2
CA,TORRANCE,28,0,2
CA,TRACY,3,2,12
CA,TRACY CONTAINER,0,0,1
CA,TRUCKEE,2,0,0
CA,TULARE,0,1,1
CA,TURLOCK,0,0,1
CA,TUSTIN,3,0,1
CA,TWENTYNINE PALMS,0,5,0
CA,Taft,0,2,0
CA,Tahoe City,0,0,1
CA,Tarzana,1,27,0
CA,Tehachapi,1,4,2
CA,Temecula,6,11,13
CA,Temecula Valley,0,1,0
CA,Temple City,0,1,0
CA,Templeton,0,2,0
CA,Thermal,0,5,0
CA,Thousand Oaks,81,55,9
CA,Tiburon,1,0,0
CA,Toronto,4,0,0
CA,Torrance,57,60,21
CA,Tracy,1,26,3
CA,Travis AFB,4,3,2
CA,Travis Air Force Base,0,0,1
CA,Trinidad,1,0,0
CA,Truckee,0,0,7
CA,Tulare,0,4,8
CA,Tulelake,1,0,0
CA,Turlock,0,8,3
CA,Tustin,6,5,9
CA,Twentynine Palms,3,0,2
CA,UKIAH,0,2,0
CA,UNION CITY,0,0,2
CA,UPLAND,0,0,1
CA,Ukiah,0,0,1
CA,Union City,8,3,10
CA,Universal City,14,2,5
CA,Upland,5,2,4
CA,VACAVILLE,2,2,3
CA,VALENCIA,4,0,3
CA,VALLEJO,0,0,4
CA,VAN NUYS,2,0,5
CA,VENICE,1,0,0
CA,VENTURA,2,1,3
CA,VICTORVILLE,2,1,6
CA,VISALIA,1,0,3
CA,VISTA,1,3,3
CA,Vacaville,3,34,3
CA,Valencia,17,2,15
CA,Vallejo,2,65,3
CA,Van Nuys,11,4,12
CA,Vandenberg AFB,5,2,3
CA,Vandenberg Air Force Base,22,2,1
CA,Venice,9,1,2
CA,Ventura,12,24,3
CA,Vernon,2,3,6
CA,Victorville,2,5,4
CA,Virginia Beach,1,0,0
CA,Virtual CA City,1,1,0
CA,Visalia,9,5,4
CA,Vista,4,8,10
CA,W Sacramento,0,0,1
CA,W. Sacramento,10,0,0
CA,WALNUT CREEK,30,2,2
CA,WATSONVILLE,0,0,4
CA,WEAVERVILLE,0,2,0
CA,WEST COVINA,0,0,1
CA,WEST HILLS,0,2,1
CA,WEST LOS ANGELES,4,0,0
CA,WEST SACRAMENTO,0,0,5
CA,WESTLAKE VILLAGE,4,0,0
CA,WESTMINSTER,2,0,1
CA,WHITTIER,0,1,5
CA,WILLITS,0,2,0
CA,WILMINGTON,3,0,1
CA,WINDSOR,0,0,1
CA,WOODLAND,1,1,2
CA,WOODLAND HILLS,7,18,1
CA,Walnut,0,0,4
CA,Walnut Creek,116,101,3
CA,Wasco,0,1,0
CA,Watsonville,4,31,1
CA,Weaverville,0,1,0
CA,West Coast,1,0,0
CA,West Covina,1,6,3
CA,West Hills,0,2,0
CA,West Hollywood,6,2,0
CA,West Jordan,1,0,0
CA,West Sacramento,14,3,3
CA,Westlake Village,29,5,0
CA,Westminster,0,4,3
CA,Wheatland,0,0,1
CA,Whittier,4,41,9
CA,Wildomar,0,4,0
CA,Williams,0,0,1
CA,Willows,1,0,2
CA,Wilmington,0,0,3
CA,Windsor,0,0,2
CA,Winterhaven,1,1,0
CA,Woodland,1,5,2
CA,Woodland HIlls,0,0,1
CA,Woodland Hills,77,72,6
CA,YORBA LINDA,3,0,1
CA,YUCCA VALLEY,0,0,1
CA,Yorba Linda,2,5,1
CA,Yosemite Ntl Park,0,0,1
CA,Yountville,2,0,0
CA,Yreka,1,2,0
CA,Yuba City,1,4,0
CA,Yucaipa,0,0,1
CA,Yucca Valley,0,4,0
CA,calabasas,1,0,0
CA,ceres,0,0,2
CA,concord,0,1,0
CA,east Los Angeles,0,1,0
CA,glendora,1,0,0
CA,irvine,1,0,0
CA,los angeles,1,2,0
CA,menlo Park,1,0,0
CA,merced,0,2,0
CA,orange,1,0,0
CA,pomona,0,4,1
CA,san diego,0,0,2
CA,san dimas,1,0,0
CA,san francisco,17,0,0
CA,santa clara,1,0,0
CA,santa monica,3,0,0
CA,sherman oaks,1,0,0
CA,watsonville,1,0,0
CO,13791 E. Rice Palce Suite #117,1,0,0
CO,80120,2,0,0
CO,ARVADA,0,0,3
CO,AURORA,6,2,6
CO,AVON,0,0,1
CO,Agate,0,1,0
CO,Air Force Academy,9,0,0
CO,Akron,0,2,0
CO,Alamosa,1,2,1
CO,Aravada,0,0,2
CO,Arvada,3,9,7
CO,Aspen,0,2,4
CO,Ault,0,0,1
CO,Aurora,192,322,54
CO,Avon,2,0,13
CO,BOULDER,18,2,2
CO,BRECKENRIDGE,0,0,1
CO,BRIGHTON,0,0,2
CO,BROOMFIELD,11,0,4
CO,BRUSH,0,4,0
CO,BUCKLEY AFB,0,0,1
CO,BURLINGTON,0,6,0
CO,Battlement Mesa,0,0,1
CO,Beaver Creek,0,0,1
CO,Bellvue,0,0,1
CO,Bennett,0,0,1
CO,Berthoud,0,2,0
CO,Black Hawk,0,0,3
CO,Bogota,0,0,3
CO,Boulder,308,120,108
CO,Boulder or Denver,1,0,0
CO,Breckenridge,0,0,8
CO,Brighton,5,14,7
CO,Broomfield,203,33,24
CO,Brush,1,6,6
CO,Buckley AFB,14,0,3
CO,Buckley Afb,0,0,1
CO,Burlington,0,0,2
CO,Burns,0,0,1
CO,CANON CITY,0,2,3
CO,CASTLE ROCK,0,0,2
CO,CENTENNIAL,4,0,3
CO,CENTER,0,0,1
CO,CL,1,0,0
CO,COLORADO SPRINGS,45,9,14
CO,COMMERCE CITY,0,0,2
CO,CORTEZ,0,0,1
CO,CRAIG,0,0,2
CO,CRESTED BUTTE,0,0,1
CO,Calhan,0,0,2
CO,Canon City,0,38,3
CO,Carbondale,0,0,1
CO,Castle Rock,5,14,7
CO,Cedaredge,0,0,1
CO,Centennial,144,36,25
CO,Central,0,1,0
CO,Central City,0,0,1
CO,Cheyenne Mountain AFB,0,0,4
CO,Cheyenne Wells,0,2,2
CO,Clark,0,1,1
CO,Clifton,2,0,2
CO,Colarado,1,0,0
CO,Colorado Springs,710,341,141
CO,Commerce City,2,5,19
CO,Copper Mountain,1,0,3
CO,Cortez,0,4,1
CO,Craig,0,1,1
CO,Creede,0,1,0
CO,Crested Butte,1,0,1
CO,Cripple Creek,1,0,6
CO,DENVER,92,45,32
CO,Dacono,0,0,2
CO,Deer Trail,0,1,1
CO,Delta,0,1,3
CO,Denver,1061,657,343
CO,Denver or Atlanta,1,0,0
CO,Denverdenver,0,0,1
CO,Dumont,0,0,1
CO,Durango,6,35,6
CO,EDWARDS,0,0,1
CO,ELIZABETH,0,1,0
CO,ENGLEWOOD,93,5,5
CO,EVERGREEN,0,0,2
CO,Eagle,0,0,4
CO,Elizabeth,1,0,1
